filename,handedness,lm0_x,lm0_y,lm0_z,lm1_x,lm1_y,lm1_z,lm2_x,lm2_y,lm2_z,lm3_x,lm3_y,lm3_z,lm4_x,lm4_y,lm4_z,lm5_x,lm5_y,lm5_z,lm6_x,lm6_y,lm6_z,lm7_x,lm7_y,lm7_z,lm8_x,lm8_y,lm8_z,lm9_x,lm9_y,lm9_z,lm10_x,lm10_y,lm10_z,lm11_x,lm11_y,lm11_z,lm12_x,lm12_y,lm12_z,lm13_x,lm13_y,lm13_z,lm14_x,lm14_y,lm14_z,lm15_x,lm15_y,lm15_z,lm16_x,lm16_y,lm16_z,lm17_x,lm17_y,lm17_z,lm18_x,lm18_y,lm18_z,lm19_x,lm19_y,lm19_z,lm20_x,lm20_y,lm20_z
000000.png,Left,0.2777649760246277,0.7620769739151001,7.406630970763217e-07,0.3412206172943115,0.6930343508720398,-0.0429154597222805,0.38915199041366577,0.5915637612342834,-0.06166348606348038,0.4266436696052551,0.49920859932899475,-0.07781320065259933,0.456071674823761,0.4214003086090088,-0.09325285255908966,0.31624987721443176,0.443497896194458,-0.0272243469953537,0.337556928396225,0.32379141449928284,-0.055611371994018555,0.3486124873161316,0.2452784925699234,-0.0811091810464859,0.35800668597221375,0.17503029108047485,-0.09994494915008545,0.267253577709198,0.4362364411354065,-0.027123458683490753,0.2706862986087799,0.30314069986343384,-0.051549963653087616,0.2725936770439148,0.21264150738716125,-0.0757414773106575,0.2737724184989929,0.13405317068099976,-0.09400831162929535,0.2232036143541336,0.4603976011276245,-0.03358600288629532,0.20774680376052856,0.33687618374824524,-0.06000775098800659,0.19848287105560303,0.2520716190338135,-0.08270664513111115,0.19300982356071472,0.1749483346939087,-0.09847061336040497,0.18175305426120758,0.5076887011528015,-0.0444013811647892,0.15377478301525116,0.4200819134712219,-0.07190880179405212,0.13524295389652252,0.3546701669692993,-0.08828799426555634,0.12005610764026642,0.28681322932243347,-0.09889860451221466
000001.png,Right,0.7610622644424438,0.872573733329773,4.895572942587023e-07,0.6840658783912659,0.8166607618331909,-0.03226153925061226,0.6261723041534424,0.712437629699707,-0.04475358501076698,0.587373673915863,0.6245887875556946,-0.05519776791334152,0.551949679851532,0.5573398470878601,-0.064902164041996,0.6902695894241333,0.5674163699150085,-0.014645286835730076,0.670509397983551,0.45236653089523315,-0.03592866286635399,0.6610206365585327,0.3797985315322876,-0.05553780868649483,0.6571880578994751,0.3157937228679657,-0.07098478823900223,0.744027853012085,0.5579628944396973,-0.01842636987566948,0.7428186535835266,0.43141689896583557,-0.03599820286035538,0.7414994239807129,0.35128891468048096,-0.05448784679174423,0.7406214475631714,0.28133413195610046,-0.06903281807899475,0.7933993339538574,0.5756787657737732,-0.028183162212371826,0.8015945553779602,0.45720720291137695,-0.05160284414887428,0.8033673167228699,0.3806378245353699,-0.06922365725040436,0.80372154712677,0.30937260389328003,-0.08214513957500458,0.8405864834785461,0.6141883730888367,-0.04114457964897156,0.8732727766036987,0.5300620794296265,-0.06436210870742798,0.8961808681488037,0.4719827175140381,-0.07581507414579391,0.9157371520996094,0.4139852523803711,-0.08376945555210114
000002.png,Right,0.7621814608573914,0.8700696229934692,5.064256924924848e-07,0.6847537159919739,0.8149810433387756,-0.03394788131117821,0.6266576051712036,0.7114036083221436,-0.047258686274290085,0.5880489349365234,0.6230632066726685,-0.05818895250558853,0.5523661375045776,0.5563318133354187,-0.06832381337881088,0.6902689933776855,0.5652767419815063,-0.016452612355351448,0.6713854074478149,0.45085030794143677,-0.038415126502513885,0.6618587374687195,0.3779197931289673,-0.05869581922888756,0.6578795909881592,0.3133173882961273,-0.07466544210910797,0.7437642812728882,0.5555094480514526,-0.019427267834544182,0.7429667711257935,0.4298740029335022,-0.03751998022198677,0.7415670156478882,0.34978431463241577,-0.05634778365492821,0.7408332228660583,0.27940550446510315,-0.07121074199676514,0.7930982708930969,0.5728540420532227,-0.02849704772233963,0.8014845848083496,0.4545104205608368,-0.05222770944237709,0.8025035262107849,0.37778544425964355,-0.07008533924818039,0.8024052977561951,0.30603140592575073,-0.08321822434663773,0.840663492679596,0.6113187074661255,-0.040954120457172394,0.8733289241790771,0.5271470546722412,-0.06464386731386185,0.8956936001777649,0.4684908986091614,-0.07655829191207886,0.9146955013275146,0.4097018837928772,-0.0848056897521019
000003.png,Right,0.7639290690422058,0.8705267906188965,4.7363309363390727e-07,0.6854678988456726,0.8168006539344788,-0.031914856284856796,0.6259967684745789,0.713653028011322,-0.04419022053480148,0.5867129564285278,0.6257941126823425,-0.05444324016571045,0.5510765314102173,0.5591912269592285,-0.06403613835573196,0.6887931227684021,0.5673698782920837,-0.01394268125295639,0.6674529910087585,0.45355916023254395,-0.034803327172994614,0.6561810374259949,0.3812960982322693,-0.05439537763595581,0.6504307985305786,0.3172076642513275,-0.07000414282083511,0.7431455850601196,0.5560617446899414,-0.01793842203915119,0.7410496473312378,0.42978179454803467,-0.03509039431810379,0.7381936311721802,0.349305123090744,-0.053715720772743225,0.7355096936225891,0.2786308526992798,-0.06852737069129944,0.7929337620735168,0.5726762413978577,-0.027846571058034897,0.7996991872787476,0.4542788565158844,-0.05081222578883171,0.8001015782356262,0.37788259983062744,-0.06852229684591293,0.7988802790641785,0.3064063489437103,-0.0816739946603775,0.8403552770614624,0.6103615760803223,-0.04093252494931221,0.8715344071388245,0.5260813236236572,-0.06395354866981506,0.8931636810302734,0.46759098768234253,-0.07543761283159256,0.9116078615188599,0.40867406129837036,-0.08348824083805084
000004.png,Right,0.7630853652954102,0.8692981600761414,4.7563571570208296e-07,0.6848210692405701,0.8183509707450867,-0.03152724727988243,0.6238304972648621,0.7155804634094238,-0.043627314269542694,0.5841543078422546,0.6293160319328308,-0.05384157970547676,0.5463792085647583,0.5673381686210632,-0.06345321983098984,0.6839580535888672,0.56828373670578,-0.014237184077501297,0.6607994437217712,0.45468324422836304,-0.03530650585889816,0.6488648653030396,0.38256406784057617,-0.054879359900951385,0.643260657787323,0.3187013566493988,-0.07038174569606781,0.7374020218849182,0.5543473362922668,-0.018384862691164017,0.7318270802497864,0.4268566966056824,-0.035794347524642944,0.7274032831192017,0.34534528851509094,-0.05420980602502823,0.724386990070343,0.2745843231678009,-0.0688425675034523,0.7873741984367371,0.568667471408844,-0.02841656096279621,0.7927833795547485,0.44984716176986694,-0.0511956587433815,0.7912343740463257,0.3723582625389099,-0.06905527412891388,0.7886991500854492,0.30115100741386414,-0.08229736983776093,0.8358104228973389,0.6046582460403442,-0.041666556149721146,0.8665236234664917,0.5188153386116028,-0.06414488703012466,0.8871330618858337,0.45857763290405273,-0.07573023438453674,0.9043788909912109,0.3989245295524597,-0.08396235853433609
000005.png,Right,0.7667093276977539,0.8646304607391357,4.890349032393715e-07,0.6858472228050232,0.8151892423629761,-0.030967185273766518,0.6235995292663574,0.7145351767539978,-0.04229259118437767,0.58272784948349,0.6305975914001465,-0.05177874490618706,0.5434082746505737,0.5712810754776001,-0.06088322028517723,0.6797673106193542,0.5648978352546692,-0.013399104587733746,0.6556764245033264,0.4517402648925781,-0.034003764390945435,0.643317461013794,0.37972521781921387,-0.05349499359726906,0.6368957757949829,0.31540587544441223,-0.06904566287994385,0.7342829704284668,0.5492947697639465,-0.017661193385720253,0.7274953722953796,0.4214402437210083,-0.034468211233615875,0.7215748429298401,0.3402051329612732,-0.05319756269454956,0.7164496779441833,0.2689129710197449,-0.0681680291891098,0.7852891087532043,0.5623142123222351,-0.027712838724255562,0.7891818284988403,0.4420880675315857,-0.050320450216531754,0.7867480516433716,0.3640057444572449,-0.06868463009595871,0.7830034494400024,0.2917676270008087,-0.0823788046836853,0.8344221711158752,0.597160816192627,-0.040865324437618256,0.8641149401664734,0.510435163974762,-0.06352464854717255,0.8841159343719482,0.4497777819633484,-0.0752444937825203,0.9006927013397217,0.38943740725517273,-0.08357502520084381
000006.png,Right,0.7741100788116455,0.8511689901351929,4.883458473159408e-07,0.6915732622146606,0.8086042404174805,-0.03072626329958439,0.6243767738342285,0.7122273445129395,-0.04166872054338455,0.5785373449325562,0.632602334022522,-0.050757214426994324,0.535310685634613,0.579034686088562,-0.059610169380903244,0.6731217503547668,0.5592701435089111,-0.013495342805981636,0.6431496739387512,0.4472510814666748,-0.03325170278549194,0.6259613037109375,0.3763856887817383,-0.05203769728541374,0.6147306561470032,0.31301429867744446,-0.06730871647596359,0.7263140678405762,0.5398343205451965,-0.01774834468960762,0.7130205631256104,0.4130845069885254,-0.033984776586294174,0.7033506035804749,0.33293265104293823,-0.05232373997569084,0.6946336627006531,0.2628580331802368,-0.06711168587207794,0.7775833010673523,0.548728883266449,-0.027743376791477203,0.7751516699790955,0.4287107586860657,-0.05007624998688698,0.7690836191177368,0.3503647446632385,-0.06881125271320343,0.7618184685707092,0.2775358557701111,-0.08300222456455231,0.828076183795929,0.5788642764091492,-0.0407634899020195,0.8534621000289917,0.49042731523513794,-0.06357476115226746,0.8708361387252808,0.42804259061813354,-0.07581697404384613,0.8849307298660278,0.36567461490631104,-0.08473215252161026
000007.png,Right,0.7785771489143372,0.8399010896682739,4.900119847661699e-07,0.6944792866706848,0.803396999835968,-0.030827298760414124,0.6239452958106995,0.7121994495391846,-0.04201103746891022,0.5752507448196411,0.6366949677467346,-0.051395244896411896,0.5300869345664978,0.5887349247932434,-0.06030334532260895,0.6658373475074768,0.556582510471344,-0.01261057984083891,0.6330931186676025,0.44769275188446045,-0.032712671905756,0.6149836778640747,0.3769858479499817,-0.052075501531362534,0.6036311984062195,0.3133537769317627,-0.06794176250696182,0.717743992805481,0.5326560139656067,-0.016536535695195198,0.6987721920013428,0.40889889001846313,-0.033401891589164734,0.6874498724937439,0.32962384819984436,-0.05216320604085922,0.6789191961288452,0.26039597392082214,-0.06738220900297165,0.7696661949157715,0.5374607443809509,-0.02625143714249134,0.7611641883850098,0.41712087392807007,-0.04884368181228638,0.7515223622322083,0.3396986424922943,-0.06766507029533386,0.7419410943984985,0.26863721013069153,-0.08188775181770325,0.8229533433914185,0.5639944672584534,-0.03907167911529541,0.8447556495666504,0.4733515679836273,-0.06194086745381355,0.8585038185119629,0.408169686794281,-0.07477317005395889,0.8693346977233887,0.3436022996902466,-0.08418139070272446
000008.png,Right,0.7823957800865173,0.8339880704879761,4.809019173990237e-07,0.6974482536315918,0.8018589019775391,-0.030684374272823334,0.6247450113296509,0.7117276191711426,-0.0410432368516922,0.5748478770256042,0.6375092267990112,-0.04950827360153198,0.5280333161354065,0.5926914215087891,-0.05785245820879936,0.6649326682090759,0.5566510558128357,-0.013332786969840527,0.6286037564277649,0.4496334195137024,-0.03309990093111992,0.6070784330368042,0.38024336099624634,-0.05191420763731003,0.591815173625946,0.318430095911026,-0.06725013256072998,0.7164852023124695,0.5315795540809631,-0.017432354390621185,0.6970091462135315,0.40738850831985474,-0.03399474918842316,0.6827618479728699,0.32835835218429565,-0.052545808255672455,0.6698760390281677,0.2593899369239807,-0.06735771894454956,0.767855703830719,0.5343813896179199,-0.027189604938030243,0.7581391930580139,0.4142947494983673,-0.05013367533683777,0.7478174567222595,0.3366507291793823,-0.0688324049115181,0.7367103099822998,0.2650344967842102,-0.0827295333147049,0.8195812106132507,0.558552086353302,-0.03992234915494919,0.8393142223358154,0.46763333678245544,-0.06324034184217453,0.8523083329200745,0.40329593420028687,-0.07553994655609131,0.8620413541793823,0.3396857976913452,-0.08438769727945328
000009.png,Right,0.7892237901687622,0.8228017687797546,4.732227409931511e-07,0.7035344243049622,0.7965627312660217,-0.02923828922212124,0.6251716613769531,0.7130235433578491,-0.03877505287528038,0.5712680816650391,0.6439332962036133,-0.04662446677684784,0.5222553610801697,0.6052959561347961,-0.0544818714261055,0.6591441035270691,0.555515706539154,-0.012697474099695683,0.6197686195373535,0.4514503479003906,-0.03195428103208542,0.5958240032196045,0.3840166926383972,-0.05058063194155693,0.5781603455543518,0.32324597239494324,-0.06593353301286697,0.7090418338775635,0.526253342628479,-0.017430933192372322,0.6831966638565063,0.403963565826416,-0.03357407823204994,0.6655503511428833,0.32638174295425415,-0.05192231386899948,0.6498141884803772,0.25860005617141724,-0.06669598817825317,0.7604352831840515,0.5245842933654785,-0.02765030786395073,0.7452902793884277,0.4059891402721405,-0.050003498792648315,0.731222927570343,0.32972830533981323,-0.06848925352096558,0.7163012027740479,0.259573370218277,-0.08242108672857285,0.813552737236023,0.5436636805534363,-0.040761493146419525,0.8288766145706177,0.45129576325416565,-0.06329482048749924,0.8389683365821838,0.3864898681640625,-0.07519494742155075,0.8458107709884644,0.32276099920272827,-0.0839575007557869
